trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.9675329570616299}",30,0,-138.5334067637341,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
184,False,"{'a': 0.01, 'e': 0.9671791156156329}",20,0,-41.629006450353835,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.9668233886044594}",25,0,-69.58681418507095,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.9664657767216176}",20,0,-140.80895616372692,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
187,False,"{'a': 0.01, 'e': 0.9661062806642902}",30,0,-152.1701956376282,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
188,False,"{'a': 0.01, 'e': 0.9657449011333329}",20,0,-33.03121731369079,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.01, 'e': 0.9653816388332739}",20,0,-148.55113309217126,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
190,False,"{'a': 0.01, 'e': 0.9650164944723114}",20,0,-100.90907839805378,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
191,False,"{'a': 0.01, 'e': 0.9646494687623133}",30,0,-117.31638318610086,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
192,False,"{'a': 0.01, 'e': 0.9642805624188147}",30,0,-145.12477215542634,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
193,False,"{'a': 0.01, 'e': 0.9639097761610175}",20,0,-158.1724894935843,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
194,False,"{'a': 0.01, 'e': 0.9635371107117885}",25,0,-142.38217429960667,"{0: 12, 1: 3, 2: 6, 3: 4, 4: 0}",0
195,False,"{'a': 0.01, 'e': 0.9631625667976582}",35,0,-104.45262746770581,"{0: 24, 1: 5, 2: 3, 3: 2, 4: 1}",0
196,False,"{'a': 0.01, 'e': 0.9627861451488189}",30,12,-196.51671582572123,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 4}",1
197,False,"{'a': 0.01, 'e': 0.9624078464991239}",20,0,-197.42202493120715,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
198,False,"{'a': 0.01, 'e': 0.9620276715860859}",30,0,-215.1969633234286,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
199,False,"{'a': 0.01, 'e': 0.9616456211508753}",20,8,-68.25762960671916,"{0: 6, 1: 1, 2: 3, 3: 2, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.9612616959383189}",25,0,-200.24005418534705,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
201,False,"{'a': 0.01, 'e': 0.9608758966968985}",25,7,-75.26517707040412,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
202,False,"{'a': 0.01, 'e': 0.9604882241787498}",25,0,-191.69835976939873,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
203,False,"{'a': 0.01, 'e': 0.9600986791396597}",20,0,-83.5019565288538,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
204,False,"{'a': 0.01, 'e': 0.9597072623390667}",25,0,-134.5328706010032,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
205,False,"{'a': 0.01, 'e': 0.9593139745400575}",25,0,-135.21025109952,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
206,False,"{'a': 0.01, 'e': 0.958918816509367}",25,0,-143.7115126773155,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
207,False,"{'a': 0.01, 'e': 0.9585217890173758}",25,0,-59.26508000129606,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
208,False,"{'a': 0.01, 'e': 0.9581228928381096}",25,0,-93.85087941103816,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
209,False,"{'a': 0.01, 'e': 0.9577221287492368}",30,9,-32.30462705367347,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.9573194975320672}",25,0,-93.21260150857597,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
211,False,"{'a': 0.01, 'e': 0.9569149999715514}",20,0,-140.33283196810825,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
212,False,"{'a': 0.01, 'e': 0.9565086368562778}",25,0,-147.44982116161802,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
213,False,"{'a': 0.01, 'e': 0.9561004089784724}",20,0,-49.46782428193446,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
214,False,"{'a': 0.01, 'e': 0.9556903171339959}",35,0,-156.38511359881974,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
215,False,"{'a': 0.01, 'e': 0.9552783621223436}",25,0,-116.51560029161232,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",0
216,False,"{'a': 0.01, 'e': 0.954864544746643}",30,0,-119.5959089694976,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
217,False,"{'a': 0.01, 'e': 0.954448865813652}",20,0,-170.29283903057006,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
218,False,"{'a': 0.01, 'e': 0.954031326133758}",20,0,-82.36572359739804,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.01, 'e': 0.9536119265209759}",20,0,-89.16993423245681,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
220,False,"{'a': 0.01, 'e': 0.953190667792947}",25,0,-123.63085547209633,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
221,False,"{'a': 0.01, 'e': 0.9527675507709366}",20,0,-69.94255152848733,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
222,False,"{'a': 0.01, 'e': 0.9523425762798328}",20,0,-156.9584840763062,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
223,False,"{'a': 0.01, 'e': 0.9519157451481453}",20,0,-54.97541272243511,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
224,False,"{'a': 0.01, 'e': 0.9514870582080032}",25,0,-139.46401471882155,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
225,False,"{'a': 0.01, 'e': 0.9510565162951535}",20,0,-114.53222517518068,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
226,False,"{'a': 0.01, 'e': 0.95062412024896}",20,0,-117.88464619879896,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
227,False,"{'a': 0.01, 'e': 0.9501898709124007}",25,5,-48.98372565691433,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.9497537691320669}",25,0,-188.89305590822505,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
229,False,"{'a': 0.01, 'e': 0.9493158157581613}",20,0,-146.9988756869898,"{0: 13, 1: 0, 2: 2, 3: 3, 4: 2}",0
230,False,"{'a': 0.01, 'e': 0.9488760116444965}",20,0,-95.48431488958069,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
231,False,"{'a': 0.01, 'e': 0.9484343576484932}",20,0,-66.37434221209335,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
232,False,"{'a': 0.01, 'e': 0.9479908546311783}",20,0,-119.16799346508527,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
233,False,"{'a': 0.01, 'e': 0.9475455034571837}",25,0,-105.61762579385804,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
234,False,"{'a': 0.01, 'e': 0.9470983049947443}",35,18,-61.382277480315,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
235,False,"{'a': 0.01, 'e': 0.9466492601156964}",35,21,-18.700055494574865,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.9461983696954759}",20,0,-116.71231264739693,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
237,False,"{'a': 0.01, 'e': 0.9457456346131168}",25,0,-139.2106306017149,"{0: 16, 1: 0, 2: 5, 3: 3, 4: 1}",0
238,False,"{'a': 0.01, 'e': 0.9452910557512494}",25,0,-184.80036744236907,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
239,False,"{'a': 0.01, 'e': 0.9448346339960982}",25,0,-75.28645961891445,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
240,False,"{'a': 0.01, 'e': 0.9443763702374811}",20,0,-8.224675770305229,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.01, 'e': 0.9439162653688065}",20,0,-135.13104296955913,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
242,False,"{'a': 0.01, 'e': 0.9434543202870724}",25,4,-19.809294560529832,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.9429905358928645}",20,0,-112.48909929757764,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
244,False,"{'a': 0.01, 'e': 0.9425249130903541}",20,0,-62.7112833498493,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
245,False,"{'a': 0.01, 'e': 0.9420574527872967}",25,0,-151.6779207294585,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",1
246,False,"{'a': 0.01, 'e': 0.9415881558950302}",25,15,-21.455891427859264,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.9411170233284727}",25,0,-133.82745859183018,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
248,False,"{'a': 0.01, 'e': 0.9406440560061214}",30,0,-140.61030301745353,"{0: 20, 1: 1, 2: 5, 3: 3, 4: 1}",0
249,False,"{'a': 0.01, 'e': 0.9401692548500502}",20,0,-58.02345313223673,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.01, 'e': 0.9396926207859084}",20,15,-2.5884627464985357,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.9392141547429184}",20,0,-98.04408335478858,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
252,False,"{'a': 0.01, 'e': 0.9387338576538741}",25,3,-61.39952725577541,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.9382517304551394}",30,0,-172.04319483535025,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
254,False,"{'a': 0.01, 'e': 0.937767774086646}",25,0,-136.3469506927574,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
255,False,"{'a': 0.01, 'e': 0.9372819894918915}",25,0,-172.52979014771321,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
256,False,"{'a': 0.01, 'e': 0.9367943776179378}",25,0,-145.8148288327387,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
257,False,"{'a': 0.01, 'e': 0.9363049394154094}",25,0,-205.69680066015312,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
258,False,"{'a': 0.01, 'e': 0.9358136758384908}",20,0,-106.94690882304657,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
259,False,"{'a': 0.01, 'e': 0.9353205878449258}",20,0,-14.924606365931055,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
260,False,"{'a': 0.01, 'e': 0.9348256763960144}",20,9,-29.011607287837023,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.934328942456612}",20,3,-8.898839934810141,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.9338303869951268}",25,0,-58.27627262665641,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
263,False,"{'a': 0.01, 'e': 0.9333300109835181}",20,15,-0.8716460584262342,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.9328278153972945}",25,0,-69.01752204759681,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.9323238012155122}",20,0,-109.43549164268175,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
266,False,"{'a': 0.01, 'e': 0.9318179694207724}",20,0,-42.64477203369266,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
267,False,"{'a': 0.01, 'e': 0.9313103209992203}",30,0,-115.37047178292988,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
268,False,"{'a': 0.01, 'e': 0.9308008569405423}",25,0,-98.22045537149849,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
269,False,"{'a': 0.01, 'e': 0.9302895782379647}",20,8,-102.91628128520881,"{0: 4, 1: 2, 2: 4, 3: 1, 4: 1}",1
270,False,"{'a': 0.01, 'e': 0.9297764858882515}",20,0,-161.81137170026776,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
271,False,"{'a': 0.01, 'e': 0.9292615808917024}",25,5,-88.01159630479928,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
272,False,"{'a': 0.01, 'e': 0.9287448642521512}",20,0,-125.40013068329445,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
273,False,"{'a': 0.01, 'e': 0.9282263369769633}",20,0,-57.53445192449162,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
274,False,"{'a': 0.01, 'e': 0.9277060000770342}",20,0,-74.6205902315932,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
275,False,"{'a': 0.01, 'e': 0.9271838545667874}",30,0,-114.80734928227346,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
276,False,"{'a': 0.01, 'e': 0.9266599014641722}",20,0,-6.21552139087714,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.926134141790662}",20,0,-26.21120859281293,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.01, 'e': 0.9256065765712521}",20,0,-59.00610630584614,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
279,False,"{'a': 0.01, 'e': 0.925077206834458}",25,0,-71.69918985213629,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
280,False,"{'a': 0.01, 'e': 0.9245460336123131}",25,0,-75.2722851224005,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
281,False,"{'a': 0.01, 'e': 0.9240130579403668}",20,0,-16.63151848953295,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
282,False,"{'a': 0.01, 'e': 0.9234782808576822}",25,0,-128.87405697930225,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
283,False,"{'a': 0.01, 'e': 0.922941703406835}",20,0,-124.5162557979555,"{0: 8, 1: 6, 2: 4, 3: 1, 4: 1}",0
284,False,"{'a': 0.01, 'e': 0.92240332663391}",25,0,-151.82153423072688,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
285,False,"{'a': 0.01, 'e': 0.9218631515885005}",35,0,-198.56613157794686,"{0: 20, 1: 9, 2: 2, 3: 0, 4: 4}",0
286,False,"{'a': 0.01, 'e': 0.9213211793237054}",25,0,-248.33303229999404,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
287,False,"{'a': 0.01, 'e': 0.9207774108961272}",20,0,-189.38511955325714,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
288,False,"{'a': 0.01, 'e': 0.9202318473658704}",25,0,-114.02060987814764,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
289,False,"{'a': 0.01, 'e': 0.9196844897965389}",20,0,0.19161640474346953,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.9191353392552344}",25,0,-104.4576967182331,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
291,False,"{'a': 0.01, 'e': 0.918584396812554}",20,0,-110.00899671770466,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
292,False,"{'a': 0.01, 'e': 0.9180316635425881}",25,0,-109.3060872848318,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
293,False,"{'a': 0.01, 'e': 0.9174771405229186}",25,0,-54.84785679125251,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
294,False,"{'a': 0.01, 'e': 0.9169208288346165}",30,0,-181.4766450977504,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
295,False,"{'a': 0.01, 'e': 0.9163627295622396}",25,0,-62.172610356410935,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
296,False,"{'a': 0.01, 'e': 0.9158028437938314}",25,0,-80.80019751340701,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
297,False,"{'a': 0.01, 'e': 0.9152411726209175}",25,0,-194.4468930109502,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
298,False,"{'a': 0.01, 'e': 0.914677717138505}",25,0,-10.137264465390372,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.9141124784450788}",20,0,-14.072115512974863,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.01, 'e': 0.9135454576426009}",20,0,-40.146206858106744,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
301,False,"{'a': 0.01, 'e': 0.9129766558365072}",25,0,-125.74206920918931,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
302,False,"{'a': 0.01, 'e': 0.9124060741357062}",25,0,-70.2872604492755,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
303,False,"{'a': 0.01, 'e': 0.9118337136525758}",25,0,-217.04232604896615,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
304,False,"{'a': 0.01, 'e': 0.9112595755029622}",25,0,-123.8742681918277,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
305,False,"{'a': 0.01, 'e': 0.9106836608061771}",20,0,-126.65922677269403,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
306,False,"{'a': 0.01, 'e': 0.9101059706849957}",20,8,-46.57336245208006,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
307,False,"{'a': 0.01, 'e': 0.9095265062656543}",20,8,-11.727325597482606,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.9089452686778488}",25,0,-87.61629674403657,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
309,False,"{'a': 0.01, 'e': 0.9083622590547311}",25,14,0.02275954643561562,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.9077774785329087}",25,18,-2.7387877350788448,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.907190928252441}",25,7,-95.5109392563946,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
312,False,"{'a': 0.01, 'e': 0.9066026093568377}",30,7,-120.81686636029187,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 2}",1
313,False,"{'a': 0.01, 'e': 0.9060125229930568}",20,0,-86.0775937725672,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
314,False,"{'a': 0.01, 'e': 0.9054206703115016}",25,0,-138.32396188849378,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
315,False,"{'a': 0.01, 'e': 0.9048270524660196}",30,0,-178.8521619535479,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
316,False,"{'a': 0.01, 'e': 0.9042316706138986}",25,6,-135.40450190844507,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 2}",1
317,False,"{'a': 0.01, 'e': 0.9036345259158666}",20,0,-76.28001019217186,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
318,False,"{'a': 0.01, 'e': 0.9030356195360871}",25,0,-198.24269715536207,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
319,False,"{'a': 0.01, 'e': 0.9024349526421593}",20,0,-130.07941196164418,"{0: 10, 1: 6, 2: 1, 3: 1, 4: 2}",0
320,False,"{'a': 0.01, 'e': 0.9018325264051138}",35,0,-68.61934686407986,"{0: 24, 1: 3, 2: 8, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.9012283419994114}",30,0,-86.2773276187985,"{0: 18, 1: 2, 2: 10, 3: 0, 4: 0}",0
322,False,"{'a': 0.01, 'e': 0.9006224006029404}",20,0,-89.79051680191264,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
323,False,"{'a': 0.01, 'e': 0.9000147033970147}",30,0,-162.20824523862564,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
324,False,"{'a': 0.01, 'e': 0.8994052515663711}",20,11,-24.6636415180266,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.898794046299167}",25,0,-207.82631319586966,"{0: 8, 1: 6, 2: 8, 3: 1, 4: 2}",0
326,False,"{'a': 0.01, 'e': 0.8981810887869784}",25,0,-30.089474690327577,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
327,False,"{'a': 0.01, 'e': 0.8975663802247975}",20,0,-39.69974909649745,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
328,False,"{'a': 0.01, 'e': 0.89694992181103}",25,0,-164.90526016863686,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
329,False,"{'a': 0.01, 'e': 0.896331714747493}",20,0,-50.485382099973606,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
330,False,"{'a': 0.01, 'e': 0.8957117602394129}",20,0,-41.15657019717787,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
331,False,"{'a': 0.01, 'e': 0.8950900594954228}",20,0,-127.5774366277566,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
332,False,"{'a': 0.01, 'e': 0.8944666137275599}",20,4,-35.9864159865521,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.8938414241512638}",25,0,-142.3491939955505,"{0: 15, 1: 2, 2: 3, 3: 4, 4: 1}",0
334,False,"{'a': 0.01, 'e': 0.8932144919853735}",20,3,-96.3090054137598,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 1}",1
335,False,"{'a': 0.01, 'e': 0.8925858184521255}",30,10,-43.828997324022914,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.8919554047771509}",20,0,-58.209420744950584,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
337,False,"{'a': 0.01, 'e': 0.8913232521894733}",25,4,-27.996441917014227,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.8906893619215066}",25,0,-154.46932877811557,"{0: 8, 1: 5, 2: 10, 3: 2, 4: 0}",0
339,False,"{'a': 0.01, 'e': 0.8900537352090525}",20,0,-112.25164587944938,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
340,False,"{'a': 0.01, 'e': 0.8894163732912975}",20,0,-181.1702753218214,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
341,False,"{'a': 0.01, 'e': 0.8887772774108116}",25,17,-8.674670517620916,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.8881364488135446}",20,0,-105.87783057032647,"{0: 8, 1: 4, 2: 6, 3: 2, 4: 0}",0
343,False,"{'a': 0.01, 'e': 0.8874938887488247}",20,12,-81.57817714933785,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
344,False,"{'a': 0.01, 'e': 0.8868495984693558}",20,0,-151.79282336662672,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
345,False,"{'a': 0.01, 'e': 0.8862035792312147}",20,0,-22.06054360211666,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
346,False,"{'a': 0.01, 'e': 0.8855558322938489}",25,0,-163.14396962975266,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
347,False,"{'a': 0.01, 'e': 0.8849063589200743}",20,0,-139.52834193794004,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
348,False,"{'a': 0.01, 'e': 0.8842551603760723}",25,0,-91.461741518648,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
349,False,"{'a': 0.01, 'e': 0.8836022379313879}",20,7,-49.87309800374298,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.01, 'e': 0.882947592858927}",35,0,-179.0929912519656,"{0: 19, 1: 6, 2: 7, 3: 1, 4: 2}",0
351,False,"{'a': 0.01, 'e': 0.8822912264349533}",25,0,-63.17046152875566,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
352,False,"{'a': 0.01, 'e': 0.881633139939087}",25,0,-67.02393439371649,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
353,False,"{'a': 0.01, 'e': 0.8809733346543012}",25,0,-101.74784835953017,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
354,False,"{'a': 0.01, 'e': 0.8803118118669202}",25,0,-261.4245741133229,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 5}",0
355,False,"{'a': 0.01, 'e': 0.8796485728666165}",25,0,-95.26650371235988,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
356,False,"{'a': 0.01, 'e': 0.8789836189464084}",20,0,-59.19191722346361,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
357,False,"{'a': 0.01, 'e': 0.8783169514026578}",20,0,-43.310883122989914,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
358,False,"{'a': 0.01, 'e': 0.877648571535067}",20,0,-54.22543420084901,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
359,False,"{'a': 0.01, 'e': 0.8769784806466767}",30,0,-166.31954011328943,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
360,False,"{'a': 0.01, 'e': 0.8763066800438636}",20,0,-11.41102669406534,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.8756331710363372}",20,0,-80.45686139125709,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
362,False,"{'a': 0.01, 'e': 0.8749579549371378}",20,0,-36.048296440743385,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
363,False,"{'a': 0.01, 'e': 0.8742810330626336}",30,17,-50.570361619252566,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 1}",1
364,False,"{'a': 0.01, 'e': 0.8736024067325187}",30,14,-30.06997740527423,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.8729220772698097}",20,1,-50.52071458568502,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
366,False,"{'a': 0.01, 'e': 0.8722400460008437}",25,0,-136.15317410356135,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
